image_filename,final_country,final_city,final_place,date,description,transcription,reason,landmarks_identified,historical_record_uuid,,,,,,,,,,,,,
f50154c9-b8f5-5684-bb62-7072e1b9cdd2.jpg,Germany,Altenberg,Bärenfels,1910s,"A monochrome winter landscape showing a snowy rural valley with scattered houses and villas on gently rolling hills. Leafless trees dot the foreground, fences and telegraph poles trace the roads, and a few larger mansion‑like buildings stand on the ridge in the background. The scene is calm and fully covered in snow. In the upper left corner, there is printed text in a serif font.",Winter in Bärenfels,"The printed caption is German: 'Winter in Bärenfels'. Bärenfels is a district and winter resort in the Ore Mountains, today part of Altenberg in Saxony, Germany. The architecture, snowy upland landscape, and telegraph poles match early 20th‑century German rural postcards. The sepia/blue‑tinted monochrome printing style and composition suggest an early postcard, likely from the 1910s era.",,50d06786-a8fe-5c64-b571-699979cf965d,,,,,,,,,,,,,
f50350c2-eee3-58a6-9d42-a8398b2d0ce5.jpg,Spain,Santiago de Compostela,Colegiata de Santa María la Real de Sar,1910s,Black-and-white postcard showing the interior of a Romanesque church with massive stone piers and noticeably leaning arches. The view looks down a side nave toward the altar area. At the bottom margin is printed caption text in Spanish along with an editor credit.,"Edit. Varela, Optico
SANTIAGO �?Real Colegiata de Sar �?Arcos inclinadas (II)","The caption explicitly names “SANTIAGO �?Real Colegiata de Sar �?Arcos inclinadas (II)�? The Real Colegiata de Sar is a Romanesque church in Santiago de Compostela, Spain, notable for its leaning interior arches, which match the image. The Spanish language and older postcard printing style suggest an early 20th‑century production, approximately the 1910s.",Real Colegiata de Sar (https://www.wikidata.org/wiki/Q5117170),202f0be5-09bb-5192-a416-86336e36be1c,,,,,,,,,,,,,
f50e9fd8-711f-5d68-ac6f-9a666bc2c31a.jpg,Greece,Rhodes,"Muslim (Turkish) Quarter, Rhodes Old Town",1920s,"Sepia-toned photograph of a narrow, cobblestoned medieval street passing under a series of stone arches between old stone buildings. A person stands in the middle distance, while another sits in the left foreground. The architecture is vernacular Mediterranean, with rough stone walls, shuttered windows, and overhanging upper stories. The image looks like an old photographic postcard reproduction. A modern website watermark appears at the bottom right.",www.elia.org.gr,"The overall format, border, and sepia tone resemble early 20th‑century photographic postcards. The only explicit textual clue is the watermark 'www.elia.org.gr'; the .gr domain strongly suggests the image belongs to a Greek archive and likely depicts a Greek location. The architecture matches traditional Greek or broader Mediterranean stone-built settlements with vaulted passageways and cobbled lanes common in historic Greek towns. However, without specific inscriptions or distinctive monuments, the exact city or street cannot be confidently identified, so those fields are left null. The visual style and attire of the figures fit approximately the 1910s�?930s era; I therefore estimate the postcard’s period as the 1920s.",,280a9e03-24c9-5f7d-b499-a499d33de5ea,,,,,,,,,,,,,
f510288d-aef7-5288-b6bf-3ed413bf89a0.jpg,Hungary,Pécs,Misina-tető,1960s,"Color postcard showing a stone lookout or refuge building with a small tower and adjacent tall metal lattice observation/telecommunication tower on a hilltop. People walk toward the building and others sit on red benches under large trees. The reverse side has divided back layout with printed Hungarian and Cyrillic text identifying the place as Pécs, Misina-tető, publisher details from Budapest, and the photographer's credit.","PÉCS. Misina tető
�?Misina tető
г. ПЕЧ. Мишинатете
Foto: Horváth Zoltán
X.-103/63.
Képzőművészeti Alap Kiadóvállalata, Budapest
Ára: 1,50 Ft
OFFSET-NYOMDA, BUDAPEST","The back explicitly names “PÉCS. Misina tető�?in Hungarian and in Cyrillic, indicating a hilltop site at Pécs, Hungary. Publisher and printer lines mention Budapest and the price in forints, confirming Hungarian origin. The image shows a stone building and lookout/telecommunication tower typical of Misina-tető near Pécs. The catalog number including �?3�?and the visual style and print quality suggest a 1960s postcard.",,9ec52cae-3e50-5df8-8179-c5dc83ebd565,,,,,,,,,,,,,
f511194f-4c6e-5581-be85-1d5ecdd14f61.jpg,Estonia,Tartu,"Universitätsbibliothek (University Library), Domallee (Toomemägi/Toome Hill area), Garten des Handwerker-Vereins (Garden of the Craftsmen’s Association), Mollatz",1900s,"An old sepia-toned illustrated postcard with ornate floral frames around four small photographic views. The central large script reads ""Gruss aus Dorpat"". The upper-left image is labeled ""Universitäts Bibliothek"" showing a classical building. The upper-middle image reads ""Garten des Handwerker-Vereins"" depicting a formal garden with a fountain or statue. The upper-right view is labeled ""Domallee"" showing a tree-lined avenue with a bridge or walkway. The lower-left is labeled ""Mollatz"" with a countryside or villa scene. The card is heavily filled with handwritten German text around and over the images.","Gruss aus Dorpat
Universitäts Bibliothek
Garten des Handwerker-Vereins
Domallee
Mollatz","The phrase “Gruss aus Dorpat�?is German for “Greetings from Dorpat.�?Dorpat is the historical German name for Tartu, now in Estonia. The labels “Universitäts Bibliothek�?and other German captions indicate a pre–World War I period when German was widely used in the Baltic region. The university library suggests the University of Tartu. The ornate Art Nouveau border style and handwritten script, along with the multi-view layout, are typical of European postcards from the late 19th to early 20th century, likely the 1900s.",,9169a913-7e4b-5c3a-90c0-9ba7e55a4db3,,,,,,,,,,,,,
f5154484-f01c-523b-bdab-787775803f10.jpg,France,Strasbourg,Place Kléber,1910s,"The image depicts a large historical square densely packed with people, possibly for a public celebration or significant event. The buildings surrounding the square are adorned with flags and banners. Notable signs on the buildings include 'HOTEL,' 'BANK,' and 'RESTAURANT.' There is a prominent statue or monument in the foreground, and the architecture suggests a European city with ornate facades and balconies. The photo has a sepia tone, indicative of an early 20th-century or late 19th-century period.",HAUSER ROBERT LEUZ CO DIE GEWERBEBANK HOTEL RESTAURANT AMERICANER BANK,"The architecture and signage ('AMERICANER', 'HOTEL', 'BANK') suggest a Franco-German context, fitting Strasbourg’s history. The source attribution at the bottom references Strasbourg’s library, further supporting this. The large square and statue match Place Kléber, the main square in Strasbourg, and the event looks like a major civic gathering from the early 20th century.",,1db01f0e-4c80-5922-969b-d45128c02032,,,,,,,,,,,,,
f518a58e-9e7e-52d0-aa11-54c48350a851.jpg,Romania,Sinaia,"Foișorul (Foișor Castle), Sinaia",1970s,"Color postcard showing a picturesque pavilion-like building with red tile roofs beside a small pond, reflected in the water and surrounded by dense coniferous forest. The reverse has Romanian handwriting and address, a blue 40 Bani ""Posta Română"" stamp (industrial cranes), and printed caption crediting the photo and publisher. Caption identifies the view as 'Sinaia. Foișorul.'","POSTA ROMANA
40 BANI
CARTE POSTALA
EDITURA MERIDIANE
SINAIA. Foișorul
Foto: N. Tuducescu
""Arta Grafică""
Lei 1,50
Multe salutări de la S + Nora [illegible]
Tov. ing. Cătinaș Ion
Șantierul 12
I.C.U.S.G.
Galați
Jud. Galați","The stamp and language are Romanian ('Posta Română', 'Carte poștală'). The printed caption on the back reads 'SINAIA. Foișorul', indicating the subject in Sinaia. Foișorul (Castelul Foișor) is part of the Peleș royal domain. The communist-era stamp, price in lei (1,50), publisher 'Editura Meridiane', and handwriting style point to the 1970s.",,0712d5c5-b0d8-5f41-95e7-76e9a4810da5,,,,,,,,,,,,,
f51a098f-6754-5e42-b104-f27605a2791f.jpg,Sweden,Trollhättan,Polhems sluss,1900s,"Sepia-toned vintage postcard showing a stone arch bridge spanning a rocky gorge with a powerful waterfall or canal outflow beneath it. A group of people in early 20th‑century clothing stand on the bridge, with a horse and cart visible on the left side. Printed caption text appears at the top.","Trollhättan, Polhems Sluss.","The printed caption explicitly names ‘Trollhättan, Polhems Sluss.�?Trollhättan is a Swedish city known for historic locks and waterfalls on the Göta River. ‘Polhems sluss�?refers to the Polhem Locks, an early lock system designed by Swedish engineer Christopher Polhem. The typography, sepia tone, and clothing style of the people suggest an early 20th‑century postcard, likely around the 1900s. The main features are a bridge over a gorge with a waterfall/lock channel, fitting the selected landmark types.",Polhems Sluss (https://www.wikidata.org/wiki/Q1757387),6d4438e8-5634-5781-8064-9c55f6949631,,,,,,,,,,,,,
f51aad2b-db35-5ce5-973e-c96087be0fea.jpg,Sweden,Filipstad,Filipstads kyrka,1920s,"Black‑and‑white interior view of a large church with high vaulted ceilings, arched windows, wooden pews, an elevated pulpit with decorative drapery, and an ornate altar at the far end. Chandeliers hang from long cables. At the bottom right there is a small printed publisher's mark and caption text.","Foto & Ensvarsrätt
A/B Almquist & Cöster, Hälsingborg","The caption credits Swedish photo publisher A/B Almquist & Cöster and gives the city Hälsingborg (older spelling of Helsingborg), strongly indicating Swedish origin. The architecture and interior match Lutheran church design common in Sweden. The black‑and‑white aesthetic, typography, and publisher imprint style resemble commercial postcards from the early 20th century, likely around the 1920s.",,0e758e93-2e12-5121-843a-88b8b7eb3bbb,,,,,,,,,,,,,
f51b9074-1dc6-547d-a9ee-d2d5a9f22f04.jpg,Austria,Graz,Basilika Mariatrost,1900s,"Color-printed postcard showing an ornate Baroque church interior with a richly decorated high altar featuring a crowned Madonna and Child surrounded by golden rays, garlands, angels, and twisted columns. At the bottom, decorative German text identifies the altar and location.","ALTAR DER KIRCHE IN MARIA TROST BEI GRAZ
DRUCK U. VERLAG ""SENEFELDER"" GRAZ. GESETZ. GESCHÜTZT.","The printed German caption reads “ALTAR DER KIRCHE IN MARIA TROST BEI GRAZ,�?indicating the altar of the church in Mariatrost near Graz. Mariatrost is a well-known pilgrimage basilica (Basilika Mariatrost) in Graz, Austria, with a highly ornate Baroque interior matching the image. The German-language printer’s line cites Graz, supporting an Austrian origin. The lithographic style, typography, and layout resemble early 20th‑century picture postcards, suggesting the 1900s decade.",Maria Trost (https://www.wikidata.org/wiki/Q675795),fdd85736-e3dd-5ce5-8f60-7005e9963a58,,,,,,,,,,,,,
f51c5d0d-2b5a-5c60-bf05-de3de29614e9.jpg,Estonia,Rakvere,Tallinna tänav,1910s,"Colorized vintage postcard showing a gently sloping street lined with 2�? story historic houses with steep red roofs and light facades. A fence and large trees border the left side of the street, and a wooden fence and shrubbery appear on the right. A few pedestrians and a horse‑drawn vehicle are visible in the distance. The sky is softly tinted blue and orange. The caption at the top reads ""Wesenberg - Rakwere.""",Wesenberg - Rakwere,"The word pair “Wesenberg - Rakwere�?suggests the historical German name (Wesenberg) and Estonian name (Rakvere) for the same town. Rakvere is in present‑day Estonia. The street scene with early 20th‑century architecture and the colorized lithographic style matches European postcards from the early 1900s, likely pre‑WWI or slightly later, hence the 1910s estimate. The image shows a generic town street rather than a clearly identifiable monument or square, so the landmark type is categorized as others and no specific street name can be determined.",,f5e83560-1763-5166-b54b-dc38a180e8c4,,,,,,,,,,,,,
